"","study_id","phase","location_continent","standard_age_list","time_frame","assay","dose_number","serotype","value","vaccine","dose_description","schedule","time_frame_weeks"
"260","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19F",8.77,"PCV15","1m post dose 1 adult","1 dose adult",0
"261","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",216.2,"PCV15","1m post dose 1 adult","1 dose adult",0
"262","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",135.1,"PCV13","1m post dose 1 adult","1 dose adult",0
"263","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",2656.7,"PCV13","1m post dose 1 adult","1 dose adult",0
"264","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",256.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"265","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",563.5,"PCV13","1m post dose 1 adult","1 dose adult",0
"266","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",322.6,"PCV13","1m post dose 1 adult","1 dose adult",0
"267","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",3979.8,"PCV13","1m post dose 1 adult","1 dose adult",0
"268","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",2757.7,"PCV15","1m post dose 1 adult","1 dose adult",0
"269","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",5880.6,"PCV13","1m post dose 1 adult","1 dose adult",0
"270","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",1125.6,"PCV15","1m post dose 1 adult","1 dose adult",0
"271","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",3258.2,"PCV13","1m post dose 1 adult","1 dose adult",0
"272","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",1661.6,"PCV13","1m post dose 1 adult","1 dose adult",0
"273","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",2045.4,"PCV15","1m post dose 1 adult","1 dose adult",0
"274","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"22F",74.6,"PCV13","1m post dose 1 adult","1 dose adult",0
"275","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",2583.7,"PCV13","1m post dose 1 adult","1 dose adult",0
"276","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",1695.1,"PCV15","1m post dose 1 adult","1 dose adult",0
"277","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"9V",2232.9,"PCV13","1m post dose 1 adult","1 dose adult",0
"278","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"9V",1817.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"279","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",1999.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"280","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"22F",2375.2,"PCV15","1m post dose 1 adult","1 dose adult",0
"281","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",4617.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"282","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",3194.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"283","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",1917.8,"PCV13","1m post dose 1 adult","1 dose adult",0
"284","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",216.2,"PCV15","1m post dose 1 adult","1 dose adult",0
"285","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",1740.4,"PCV13","1m post dose 1 adult","1 dose adult",0
"286","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",5424.5,"PCV13","1m post dose 1 adult","1 dose adult",0
"287","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",447.3,"PCV15","1m post dose 1 adult","1 dose adult",0
"288","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",135.1,"PCV13","1m post dose 1 adult","1 dose adult",0
"289","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",5407.2,"PCV15","1m post dose 1 adult","1 dose adult",0
"290","NCT03950622","Phase 3","North America,North America,North America,Asia,North America,Asia,North America,North America,North America,Asia,Asia,North America,North America,North America,Asia,North America,North America,North America,Asia,Europe,North America,Europe,North America,North America,North America,Asia,North America,North America,North America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",4011.7,"PCV15","1m post dose 1 adult","1 dose adult",0
"291","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"6A",748.7,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"292","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"4",149.9,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"293","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"23F",292.6,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"294","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19A",365.1,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"295","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"8",293.8,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"296","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19F",217.7,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"297","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19F",242.3,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"298","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"14",664.9,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"299","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"18C",621.2,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"300","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"8",602.9,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"301","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"7F",378.1,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"302","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"1",115.3,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"303","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"9V",550.3,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"304","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"6B",1159.4,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"305","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"4",193.7,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"306","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"18C",551.9,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"307","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"1",50.8,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"308","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"5",87.3,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"309","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"6A",1085.3,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"310","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"1",82.1,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"311","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19F",159,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"312","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"4",334.9,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"313","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"3",54.3,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"314","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"7F",555.4,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"315","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"6A",1080.9,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"316","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19A",340.6,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"317","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"3",39.3,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"318","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"3",31.1,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"319","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"23F",450.2,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"320","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"6B",727.3,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"321","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"5",62.8,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"322","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"5",83.5,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"323","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"14",391.2,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"324","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"19A",238.6,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"325","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"9V",1085,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"326","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"9V",723.4,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
"327","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"23F",151.6,"PCV20+PPV23","1m post dose 2 adult","2 dose adult",0
"328","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"18C",845.9,"PCV13+PCV20","1m post dose 2 adult","2 dose adult",0
"329","NCT03835975","Phase 3","North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,Europe,Europe,Europe,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,Europe,North America,North America,North America,North America","[""Older Adult""]","1 month after vaccination","OPA",1,"14",580.5,"PCV13+PCV20+PPV23","1m post dose 3 adult","3 dose adult",0
